"qg","N","w1","w2","w3","w4","prob"
"to think about how",5,"to","think","about","how",2.1399034646749e-06
"to think about it",6,"to","think","about","it",2.56788415760988e-06
"to think about the",6,"to","think","about","the",2.56788415760988e-06
"to think of a",5,"to","think","of","a",2.1399034646749e-06
"to think of it",6,"to","think","of","it",2.56788415760988e-06
"to those who wait",6,"to","those","who","wait",2.56788415760988e-06
"to top it off",5,"to","top","it","off",2.1399034646749e-06
"to try it out",6,"to","try","it","out",2.56788415760988e-06
"to try to get",7,"to","try","to","get",2.99586485054486e-06
"to try to make",5,"to","try","to","make",2.1399034646749e-06
"to turn on the",5,"to","turn","on","the",2.1399034646749e-06
"to watch a movie",5,"to","watch","a","movie",2.1399034646749e-06
"to win a free",5,"to","win","a","free",2.1399034646749e-06
"to work as a",5,"to","work","as","a",2.1399034646749e-06
"to work in the",9,"to","work","in","the",3.85182623641482e-06
"to work on a",6,"to","work","on","a",2.56788415760988e-06
"to work on my",9,"to","work","on","my",3.85182623641482e-06
"to work on the",5,"to","work","on","the",2.1399034646749e-06
"to work with him",5,"to","work","with","him",2.1399034646749e-06
"to work with the",14,"to","work","with","the",5.99172970108972e-06
"to years in prison",11,"to","years","in","prison",4.70778762228478e-06
"to you as well",5,"to","you","as","well",2.1399034646749e-06
"today was a good",5,"today","was","a","good",2.1399034646749e-06
"today will be a",9,"today","will","be","a",3.85182623641482e-06
"told me i was",5,"told","me","i","was",2.1399034646749e-06
"told the associated press",14,"told","the","associated","press",5.99172970108972e-06
"too i want to",5,"too","i","want","to",2.1399034646749e-06
"too much of the",6,"too","much","of","the",2.56788415760988e-06
"took the time to",6,"took","the","time","to",2.56788415760988e-06
"toward the end of",6,"toward","the","end","of",2.56788415760988e-06
"towards the end of",8,"towards","the","end","of",3.42384554347984e-06
"trying to figure out",19,"trying","to","figure","out",8.13163316576463e-06
"trying to find a",9,"trying","to","find","a",3.85182623641482e-06
"trying to get back",5,"trying","to","get","back",2.1399034646749e-06
"trying to get to",6,"trying","to","get","to",2.56788415760988e-06
"trying to make a",6,"trying","to","make","a",2.56788415760988e-06
"trying to think of",5,"trying","to","think","of",2.1399034646749e-06
"turn out to be",9,"turn","out","to","be",3.85182623641482e-06
"turned out to be",22,"turned","out","to","be",9.41557524456957e-06
"turns out to be",9,"turns","out","to","be",3.85182623641482e-06
"two and a half",9,"two","and","a","half",3.85182623641482e-06
"uk amazon de amazon",8,"uk","amazon","de","amazon",3.42384554347984e-06
"undeniable undeniable undeniable undeniable",6,"undeniable","undeniable","undeniable","undeniable",2.56788415760988e-06
"under the direction of",5,"under","the","direction","of",2.1399034646749e-06
"united states of america",8,"united","states","of","america",3.42384554347984e-06
"university of chicago chicago",5,"university","of","chicago","chicago",2.1399034646749e-06
"until the end of",10,"until","the","end","of",4.2798069293498e-06
"up a lot of",7,"up","a","lot","of",2.99586485054486e-06
"up and down the",7,"up","and","down","the",2.99586485054486e-06
"up in the air",9,"up","in","the","air",3.85182623641482e-06
"up in the morning",11,"up","in","the","morning",4.70778762228478e-06
"up the good work",10,"up","the","good","work",4.2798069293498e-06
"up the great work",7,"up","the","great","work",2.99586485054486e-06
"up to a point",5,"up","to","a","point",2.1399034646749e-06
"up to date on",5,"up","to","date","on",2.1399034646749e-06
"up to date with",6,"up","to","date","with",2.56788415760988e-06
"up to me and",6,"up","to","me","and",2.56788415760988e-06
"up to years in",6,"up","to","years","in",2.56788415760988e-06
"upon the face of",5,"upon","the","face","of",2.1399034646749e-06
"us know if you",9,"us","know","if","you",3.85182623641482e-06
"us know what you",7,"us","know","what","you",2.99586485054486e-06
"us so we can",5,"us","so","we","can",2.1399034646749e-06
"use it as a",6,"use","it","as","a",2.56788415760988e-06
"used to be a",8,"used","to","be","a",3.42384554347984e-06
"vice president and general",6,"vice","president","and","general",2.56788415760988e-06
"vice president joe biden",6,"vice","president","joe","biden",2.56788415760988e-06
"wait to see the",12,"wait","to","see","the",5.13576831521976e-06
"wait to see what",8,"wait","to","see","what",3.42384554347984e-06
"wait to see you",20,"wait","to","see","you",8.55961385869961e-06
"wake up in the",6,"wake","up","in","the",2.56788415760988e-06
"walked out of the",6,"walked","out","of","the",2.56788415760988e-06
"want it to be",9,"want","it","to","be",3.85182623641482e-06
"want to be a",14,"want","to","be","a",5.99172970108972e-06
"want to be in",6,"want","to","be","in",2.56788415760988e-06
"want to do a",5,"want","to","do","a",2.1399034646749e-06
"want to do is",11,"want","to","do","is",4.70778762228478e-06
"want to do something",5,"want","to","do","something",2.1399034646749e-06
"want to do this",5,"want","to","do","this",2.1399034646749e-06
"want to go home",6,"want","to","go","home",2.56788415760988e-06
"want to go on",5,"want","to","go","on",2.1399034646749e-06
"want to go to",28,"want","to","go","to",1.19834594021794e-05
"want to have a",8,"want","to","have","a",3.42384554347984e-06
"want to hear from",5,"want","to","hear","from",2.1399034646749e-06
"want to hear it",5,"want","to","hear","it",2.1399034646749e-06
"want to invest in",6,"want","to","invest","in",2.56788415760988e-06
"want to know how",5,"want","to","know","how",2.1399034646749e-06
"want to know more",5,"want","to","know","more",2.1399034646749e-06
"want to know what",8,"want","to","know","what",3.42384554347984e-06
"want to make sure",8,"want","to","make","sure",3.42384554347984e-06
"want to see a",5,"want","to","see","a",2.1399034646749e-06
"want to see the",8,"want","to","see","the",3.42384554347984e-06
"want to talk about",7,"want","to","talk","about",2.99586485054486e-06
"want to talk to",10,"want","to","talk","to",4.2798069293498e-06
"want to wake up",6,"want","to","wake","up",2.56788415760988e-06
"want you to know",11,"want","you","to","know",4.70778762228478e-06
"wanted to be a",9,"wanted","to","be","a",3.85182623641482e-06
"wanted to go to",7,"wanted","to","go","to",2.99586485054486e-06
"wanted to know if",5,"wanted","to","know","if",2.1399034646749e-06
"wants to go to",5,"wants","to","go","to",2.1399034646749e-06
"was a bit of",5,"was","a","bit","of",2.1399034646749e-06
"was a good day",8,"was","a","good","day",3.42384554347984e-06
"was a lot of",11,"was","a","lot","of",4.70778762228478e-06
"was a member of",10,"was","a","member","of",4.2798069293498e-06
"was a pretty good",5,"was","a","pretty","good",2.1399034646749e-06
"was a time when",5,"was","a","time","when",2.1399034646749e-06
"was able to get",8,"was","able","to","get",3.42384554347984e-06
"was back in the",5,"was","back","in","the",2.1399034646749e-06
"was going to be",34,"was","going","to","be",1.45513435597893e-05
"was going to do",5,"was","going","to","do",2.1399034646749e-06
"was going to get",6,"was","going","to","get",2.56788415760988e-06
"was going to have",5,"was","going","to","have",2.1399034646749e-06
"was going to say",6,"was","going","to","say",2.56788415760988e-06
"was in high school",5,"was","in","high","school",2.1399034646749e-06
"was in the midst",5,"was","in","the","midst",2.1399034646749e-06
"was inducted into the",5,"was","inducted","into","the",2.1399034646749e-06
"was just trying to",5,"was","just","trying","to",2.1399034646749e-06
"was killed by a",5,"was","killed","by","a",2.1399034646749e-06
"was looking for a",5,"was","looking","for","a",2.1399034646749e-06
"was looking forward to",6,"was","looking","forward","to",2.56788415760988e-06
"was my first time",5,"was","my","first","time",2.1399034646749e-06
"was nice to see",5,"was","nice","to","see",2.1399034646749e-06
"was not able to",7,"was","not","able","to",2.99586485054486e-06
"was one of my",9,"was","one","of","my",3.85182623641482e-06
"was one of the",54,"was","one","of","the",2.31109574184889e-05
"was one of those",5,"was","one","of","those",2.1399034646749e-06
"was part of a",10,"was","part","of","a",4.2798069293498e-06
"was part of the",5,"was","part","of","the",2.1399034646749e-06
"was pronounced dead at",12,"was","pronounced","dead","at",5.13576831521976e-06
"was so much fun",6,"was","so","much","fun",2.56788415760988e-06
"was supposed to be",15,"was","supposed","to","be",6.4197103940247e-06
"was taken into custody",5,"was","taken","into","custody",2.1399034646749e-06
"was taken to a",5,"was","taken","to","a",2.1399034646749e-06
"was that it was",5,"was","that","it","was",2.1399034646749e-06
"was the fact that",6,"was","the","fact","that",2.56788415760988e-06
"was the first of",6,"was","the","first","of",2.56788415760988e-06
"was the first thing",5,"was","the","first","thing",2.1399034646749e-06
"was the first time",16,"was","the","first","time",6.84769108695968e-06
"was the first to",5,"was","the","first","to",2.1399034646749e-06
"was the guy who",5,"was","the","guy","who",2.1399034646749e-06
"was the last time",5,"was","the","last","time",2.1399034646749e-06
"was the only one",11,"was","the","only","one",4.70778762228478e-06
"was trying to get",6,"was","trying","to","get",2.56788415760988e-06
"way back to the",5,"way","back","to","the",2.1399034646749e-06
"way for me to",5,"way","for","me","to",2.1399034646749e-06
"way to do it",5,"way","to","do","it",2.1399034646749e-06
"way to start the",9,"way","to","start","the",3.85182623641482e-06
"way you look at",5,"way","you","look","at",2.1399034646749e-06
"we all know that",6,"we","all","know","that",2.56788415760988e-06
"we all know the",6,"we","all","know","the",2.56788415760988e-06
"we all need to",6,"we","all","need","to",2.56788415760988e-06
"we are able to",6,"we","are","able","to",2.56788415760988e-06
"we are at the",5,"we","are","at","the",2.1399034646749e-06
"we are going to",34,"we","are","going","to",1.45513435597893e-05
"we are here to",5,"we","are","here","to",2.1399034646749e-06
"we are in the",8,"we","are","in","the",3.42384554347984e-06
"we are looking for",6,"we","are","looking","for",2.56788415760988e-06
"we are not going",5,"we","are","not","going",2.1399034646749e-06
"we are part of",5,"we","are","part","of",2.1399034646749e-06
"we are talking about",6,"we","are","talking","about",2.56788415760988e-06
"we are trying to",7,"we","are","trying","to",2.99586485054486e-06
"we are working on",6,"we","are","working","on",2.56788415760988e-06
"we can do this",5,"we","can","do","this",2.1399034646749e-06
"we can have a",6,"we","can","have","a",2.56788415760988e-06
"we cant wait to",8,"we","cant","wait","to",3.42384554347984e-06
"we do what we",5,"we","do","what","we",2.1399034646749e-06
"we dont have to",5,"we","dont","have","to",2.1399034646749e-06
"we dont want to",7,"we","dont","want","to",2.99586485054486e-06
"we had a blast",5,"we","had","a","blast",2.1399034646749e-06
"we had a great",6,"we","had","a","great",2.56788415760988e-06
"we had a little",5,"we","had","a","little",2.1399034646749e-06
"we have a lot",14,"we","have","a","lot",5.99172970108972e-06
"we have a new",6,"we","have","a","new",2.56788415760988e-06
"we have had a",5,"we","have","had","a",2.1399034646749e-06
"we have to be",10,"we","have","to","be",4.2798069293498e-06
"we have to do",7,"we","have","to","do",2.99586485054486e-06
"we have to get",9,"we","have","to","get",3.85182623641482e-06
"we just have to",7,"we","just","have","to",2.99586485054486e-06
"we just need to",5,"we","just","need","to",2.1399034646749e-06
"we live in a",9,"we","live","in","a",3.85182623641482e-06
"we look forward to",16,"we","look","forward","to",6.84769108695968e-06
"we made our way",7,"we","made","our","way",2.99586485054486e-06
"we need to be",9,"we","need","to","be",3.85182623641482e-06
"we need to do",6,"we","need","to","do",2.56788415760988e-06
"we need to find",5,"we","need","to","find",2.1399034646749e-06
"we need to get",12,"we","need","to","get",5.13576831521976e-06
"we need to have",5,"we","need","to","have",2.1399034646749e-06
"we need to talk",5,"we","need","to","talk",2.1399034646749e-06
"we re going to",25,"we","re","going","to",1.06995173233745e-05
"we really appreciate it",5,"we","really","appreciate","it",2.1399034646749e-06
"we ve got to",7,"we","ve","got","to",2.99586485054486e-06
"we want to be",8,"we","want","to","be",3.42384554347984e-06
"we want to do",7,"we","want","to","do",2.99586485054486e-06
"we want to make",5,"we","want","to","make",2.1399034646749e-06
"we want to see",8,"we","want","to","see",3.42384554347984e-06
"we went to the",15,"we","went","to","the",6.4197103940247e-06
"we were able to",7,"we","were","able","to",2.99586485054486e-06
"we were at the",7,"we","were","at","the",2.99586485054486e-06
"we were going to",7,"we","were","going","to",2.99586485054486e-06
